ID,study,texture,SOC_categorical,sand,clay,SOC,rryield,varyield,rrSOC,varSOC
1,1,loam,low,35.375,24.625,7.987470998,,,0.05487661,0.003273252
2,1,loam,low,35.375,24.625,7.987470998,,,0.020305266,0.003273252
3,1,loam,low,35.375,24.625,7.987470998,,,0.059719235,0.003273252
4,1,loam,low,35.375,24.625,7.987470998,,,-0.025975486,0.003273252
5,1,loam,low,35.375,24.625,7.987470998,,,-0.015504187,0.003273252
6,1,loam,low,35.375,24.625,7.987470998,,,0.015267472,0.003273252
7,1,loam,low,35.375,24.625,7.987470998,,,0.092976456,0.003273252
8,1,loam,low,35.75,24.25,7.178788348,,,,
9,1,loam,low,35.75,24.25,7.178788348,,,,
10,1,loam,low,35.75,24.25,7.178788348,,,,
11,1,loam,low,35.75,24.25,7.178788348,,,,
12,1,loam,low,35.75,24.25,7.178788348,,,,
13,1,loam,low,35.75,24.25,7.178788348,,,,
14,1,loam,low,35.75,24.25,7.178788348,,,,
15,1,loam,low,35.75,24.25,7.178788348,,,,
16,1,loam,low,35.75,24.25,7.178788348,,,,
17,1,loam,low,35.75,24.25,7.178788348,,,,
18,1,loam,low,35.75,24.25,7.178788348,,,,
19,1,loam,low,35.75,24.25,7.178788348,,,,
20,1,loam,low,35.75,24.25,7.178788348,,,,
21,1,loam,low,35.75,24.25,7.178788348,,,,
22,2,clay loam,low,52.5,26.5,6,,,,
23,2,clay loam,low,52.5,26.5,6,,,,
24,2,clay loam,low,52.5,26.5,6,,,,
25,2,clay loam,low,52.5,26.5,6,,,,
26,3,clay loam,low,43.7,34.8,8.41067285,,,-0.002077475,0.004364336
27,3,clay loam,low,43.7,34.8,8.41067285,,,-0.072085318,0.004364336
28,3,clay loam,low,43.7,34.8,8.41067285,,,-0.084015629,0.004364336
29,3,clay loam,low,43.7,34.8,8.41067285,,,0.014023501,0.004364336
30,3,clay loam,low,43.7,34.8,8.41067285,,,-0.007621601,0.004364336
31,3,clay loam,low,43.7,34.8,8.41067285,,,-0.058254735,0.004364336
32,3,clay loam,low,43.7,34.8,8.41067285,,,0.087289735,0.004364336
33,4,sandy,moderate,54,13.04166667,16.08315545,0.039857674,0.008592715,,
34,4,sandy,moderate,54,13.04166667,16.08315545,0.016430541,0.008592715,,
35,4,sandy,moderate,54,13.04166667,16.08315545,0.066982821,0.008592715,,
36,4,sandy,moderate,54,13.04166667,16.08315545,-0.006042314,0.008592715,,
37,4,sandy,moderate,54,13.04166667,16.08315545,0.062748516,0.008592715,,
38,4,sandy,moderate,54,13.04166667,16.08315545,0.025280157,0.008592715,,
39,4,sandy,moderate,54,13.04166667,16.08315545,-0.013646914,0.008592715,,
40,4,sandy,moderate,54,13.04166667,16.08315545,-0.025582791,0.008592715,,
41,4,sandy,moderate,54,13.04166667,16.08315545,0.001147447,0.008592715,,
42,4,sandy,moderate,54,13.04166667,16.08315545,0.047093904,0.008592715,,
43,4,sandy,moderate,54,13.04166667,16.08315545,0.116889666,0.008592715,,
44,4,sandy,moderate,54,13.04166667,16.08315545,0.158895841,0.008592715,,
45,4,sandy,moderate,54,13.04166667,16.08315545,0.107654095,0.008592715,,
46,4,sandy,moderate,54,13.04166667,16.08315545,0.021579486,0.008592715,,
47,4,sandy,moderate,54,13.04166667,16.08315545,0.003039516,0.008592715,,
48,4,sandy,moderate,54,13.04166667,16.08315545,0.016604155,0.008592715,,
49,4,sandy,moderate,54,13.04166667,16.08315545,0.019593694,0.008592715,,
50,4,sandy,moderate,54,13.04166667,16.08315545,-0.026215842,0.008592715,,
51,4,sandy,moderate,54,13.04166667,16.08315545,0.066249386,0.008592715,,
52,4,sandy,moderate,54,13.04166667,16.08315545,0.004555817,0.008592715,,
53,4,sandy,moderate,54,13.04166667,16.08315545,0.050455805,0.008592715,,
54,4,sandy,moderate,54,13.04166667,16.08315545,-0.025519726,0.008592715,,
55,4,sandy,moderate,54,13.04166667,16.08315545,-0.0684306,0.008592715,,
56,4,sandy,moderate,54,13.04166667,16.08315545,-0.022293917,0.008592715,,
57,4,sandy,moderate,54,13.04166667,16.08315545,0.03405902,0.008592715,,
58,4,sandy,moderate,54,13.04166667,16.08315545,0.14760512,0.008592715,,
59,4,sandy,moderate,54,13.04166667,16.08315545,0.044657151,0.008592715,,
60,4,sandy,moderate,54,13.04166667,16.08315545,0.009404458,0.008592715,,
61,4,sandy,moderate,54,13.04166667,16.08315545,0.01944956,0.008592715,,
62,4,sandy,moderate,54,13.04166667,16.08315545,0.001635323,0.008592715,,
63,4,sandy,moderate,54,13.04166667,16.08315545,-0.014839514,0.008592715,,
64,4,sandy,moderate,54,13.04166667,16.08315545,0.057249335,0.008592715,,
65,4,sandy,moderate,54,13.04166667,16.08315545,0.171074696,0.008592715,,
66,4,sandy,moderate,54,13.04166667,16.08315545,0.16137261,0.008592715,,
67,4,sandy,moderate,54,13.04166667,16.08315545,0.040101604,0.008592715,,
68,4,sandy,moderate,54,13.04166667,16.08315545,0.035327475,0.008592715,,
69,4,sandy,moderate,54,13.04166667,16.08315545,0.064645536,0.008592715,,
70,4,sandy,moderate,54,13.04166667,16.08315545,0.030356462,0.008592715,,
71,4,sandy,moderate,54,13.04166667,16.08315545,0.152191815,0.008592715,,
72,4,sandy,moderate,54,13.04166667,16.08315545,0.238099642,0.008592715,,
73,4,sandy,moderate,54,13.04166667,16.08315545,0.125364573,0.008592715,,
74,4,sandy,moderate,54,13.04166667,16.08315545,0.054968041,0.008592715,,
75,5,loam,high,19.29166667,15.58333333,18.76879071,-0.039435559,0.001184397,,
76,5,loam,high,18.375,19.75,17.53257541,,,,
77,6,loam,moderate,34.625,23.75,10.60511988,,,0.212058719,0.003273252
78,6,loam,moderate,34.625,23.75,10.60511988,,,0.284019581,0.003273252
79,6,loam,moderate,33.95833333,25.08333333,12.16292343,,,0.0411218,0.003273252
80,6,loam,moderate,33.95833333,25.08333333,12.16292343,,,0.026628792,0.003273252
81,7,loam,high,18.875,22,20.78537355,-0.447201291,0.003716248,,
82,7,loam,high,18.875,22,20.78537355,0.136610954,0.001985412,,
83,8,sandy,low,65,15,6.0738255,-0.051293294,0.008592715,,
84,8,sandy,low,65,15,6.0738255,0.698134722,0.008592715,,
85,8,sandy,low,65,15,6.0738255,0.715397789,0.008592715,,
86,8,sandy,low,65,15,6.0738255,-0.240636709,0.008592715,,
87,8,sandy,low,65,15,6.0738255,0.599281044,0.008592715,,
88,8,sandy,low,65,15,6.0738255,0.55049088,0.008592715,,
89,8,sandy,low,65,15,6.0738255,-0.4162179,0.008592715,,
90,8,sandy,low,65,15,6.0738255,0.293015418,0.008592715,,
91,8,sandy,low,65,15,6.0738255,0.153386446,0.008592715,,
92,8,sandy,low,65,15,6.0738255,-0.12095261,0.008592715,0.150433203,0.003273252
93,8,sandy,low,65,15,6.0738255,0.787689901,0.008592715,0.098845835,0.003273252
94,8,sandy,low,65,15,6.0738255,0.652237278,0.008592715,0.127833372,0.003273252
95,9,loam,moderate,48,21.375,15.0812065,-0.298549382,0.011456953,,
96,9,loam,moderate,48,21.375,15.0812065,0.043153904,0.011456953,,
97,9,loam,moderate,48,21.375,15.0812065,0.146898207,0.011456953,,
98,9,loam,moderate,48,21.375,15.0812065,-0.235072122,0.011456953,,
99,9,loam,moderate,48,21.375,15.0812065,0.072412578,0.011456953,,
100,9,loam,moderate,48,21.375,15.0812065,0.17150348,0.011456953,,
101,10,loam,moderate,51,14,12.18097448,0.019802627,0.011456953,,
102,10,loam,moderate,51,14,12.18097448,0.193371393,0.011456953,,
103,10,loam,moderate,51,14,12.18097448,0.342406972,0.011456953,,
104,11,loam,high,26,25,19,0.112645502,0.02288914,,
105,11,loam,high,26,25,19,0.239875676,0.017131794,,
106,12,clay loam,moderate,42.125,33.125,12.15396288,0.032260862,0.016329077,0.046520016,0.00248988
107,12,clay loam,moderate,42.125,33.125,12.15396288,-0.32782124,0.013165165,0,0.001927438
108,12,clay loam,moderate,42.125,33.125,12.15396288,0,0.010887026,0,0.00138322
109,12,clay loam,moderate,42.125,33.125,12.15396288,-0.016529302,0.013563953,0.174353387,0.003120327
110,12,clay loam,moderate,42.125,33.125,12.15396288,-0.024897552,0.017285973,0.046520016,0.001560128
111,12,clay loam,moderate,42.125,33.125,12.15396288,-0.188900528,0.011027832,0,0.001179138
112,12,clay loam,moderate,42.125,33.125,12.15396288,-0.059088916,0.010433324,0.090971778,0.001496856
113,12,clay loam,moderate,42.125,33.125,12.15396288,-0.116921338,0.007153515,0,0.00094518
114,12,clay loam,moderate,42.125,33.125,12.15396288,-0.214559808,0.021843097,-0.044451763,0.000989119
115,12,clay loam,moderate,42.125,33.125,12.15396288,0.053704179,0.005425513,0,0.000775047
116,12,clay loam,moderate,42.125,33.125,12.15396288,-0.086384614,0.006361733,0.042559614,0.000489951
117,12,clay loam,moderate,42.125,33.125,12.15396288,-0.140451835,0.005462583,0,0.000775047
118,12,clay loam,moderate,42.125,33.125,12.15396288,-0.049480057,0.013098563,0,0.001398866
119,12,clay loam,moderate,42.125,33.125,12.15396288,-0.124703479,0.005911314,0,0.001153119
120,13,loam,moderate,47,22.125,11.16184068,-0.057351296,0.00377523,0.036367644,0.001225907
121,13,loam,moderate,47,22.125,11.16184068,-0.018753997,0.005762811,0.036367644,0.001570295
122,13,loam,moderate,47,22.125,11.16184068,0.287682072,0.002577642,0,0.001234568
123,13,loam,moderate,47,22.125,11.16184068,0.165792255,0.008787765,0.036367644,0.001225907
124,13,loam,moderate,47,22.125,11.16184068,0.165792255,0.001925762,-0.037740328,0.002901052
125,13,loam,moderate,47,22.125,11.16184068,-0.138069386,0.005467357,0.036367644,0.003981009
126,13,loam,moderate,47,22.125,11.16184068,-0.046988509,0.00478545,0,0.001604938
127,13,loam,moderate,47,22.125,11.16184068,-0.092106208,0.001061533,-0.042559614,0.000736485
128,13,loam,moderate,47,22.125,11.16184068,-0.008316056,0.002645605,0,0.000868056
129,13,loam,moderate,47,22.125,11.16184068,0.208544752,0.001146964,0,0.000590278
130,13,loam,moderate,47,22.125,11.16184068,0.054394072,0.02062217,0,0.000590278
131,13,loam,moderate,47,22.125,11.16184068,0.129901625,0.001641135,0,0.000868056
132,13,loam,moderate,47,22.125,11.16184068,-0.111591065,0.001555625,-0.042559614,0.001114557
133,13,loam,moderate,47,22.125,11.16184068,-0.026220695,0.003628761,0,0.000868056
134,14,sandy,low,58.5,12.8,9.192835268,-0.031548358,0.011425414,-0.061368946,0.004364336
135,14,sandy,low,58.5,12.8,9.192835268,-0.034685558,0.011428335,0.017804625,0.004364336
136,14,sandy,low,58.5,12.8,9.192835268,-0.006389798,0.011438902,-0.028987537,0.004364336
137,14,sandy,low,58.5,12.8,9.208584686,,,-0.048009219,0.004364336
138,14,sandy,low,58.5,12.8,9.208584686,,,-0.055350095,0.004364336
139,14,sandy,low,58.5,12.8,9.208584686,,,-0.172245905,0.004364336
140,15,sandy,low,75,9,7,,,-0.048009219,0.028793503
141,15,sandy,low,75,9,7,,,0.015504187,0.027222633
142,16,clay loam,high,7,33.25,23.6,-0.009661911,0.008592715,,
143,16,clay loam,high,7,33.25,23.6,-0.05942342,0.008592715,,
144,16,clay loam,high,7,33.25,23.6,0,0.008592715,,
145,16,clay loam,high,7,33.25,23.6,-0.087011377,0.008592715,,
146,16,clay loam,high,7,33.25,23.6,-0.046520016,0.008592715,0.014760416,0.003273252
147,16,clay loam,high,7,33.25,23.6,0.070204259,0.008592715,0.064770836,0.003273252
148,17,loam,high,14,25,22,-0.00583092,0.008592715,,
149,17,loam,high,14,25,22,-0.035506688,0.008592715,,
150,17,loam,high,14,25,22,-0.024541109,0.008592715,,
151,17,loam,high,14,25,22,-0.068992871,0.008592715,,
152,17,loam,high,14,25,22,-0.005934736,0.008592715,0.084218079,0.003273252
153,17,loam,high,14,25,22,-0.005934736,0.008592715,0.060870715,0.003273252
154,18,loam,high,23.5,23,17.816,0.067441281,0.004142978,-0.085471731,0.007037702
155,18,loam,moderate,23,24.75,15.18023202,,,0.062623423,0.006332225
156,18,clay loam,high,23,30,21.26941995,,,,
157,18,clay loam,high,23,33.25,18.99099768,,,,
158,19,loam,high,16.65,15.95,18.91271462,0.041455385,0.002998271,,
159,19,loam,high,16.65,15.95,18.91271462,0.014819303,0.002693753,,
160,19,loam,high,12.65,23.1,18.09,,,,
161,19,loam,high,12.65,23.1,18.09,,,,
162,6,loam,moderate,34.125,24.75,11.42510441,0.170760734,0.008592715,,
163,6,loam,moderate,34.125,24.75,11.42510441,0.111791406,0.008592715,,
164,6,loam,moderate,34.125,24.75,11.42510441,0.203507577,0.008592715,,
165,6,loam,moderate,34.125,24.75,11.42510441,0.315081047,0.008592715,,
166,6,loam,moderate,34.125,24.75,11.42510441,-0.031526254,0.008592715,,
167,6,loam,moderate,34.125,24.75,11.42510441,0.017762457,0.008592715,,
168,6,loam,moderate,34.125,24.75,11.42510441,0.133097271,0.008592715,,
169,6,loam,moderate,34.125,24.75,11.42510441,0.102021614,0.008592715,,
170,6,loam,moderate,34.125,24.75,11.42510441,0.427991253,0.008592715,,
171,6,loam,moderate,34.125,24.75,11.42510441,0.166092084,0.008592715,,
172,6,loam,moderate,34.125,24.75,11.42510441,0.077662394,0.008592715,,
173,6,loam,moderate,34.125,24.75,11.42510441,0.088457718,0.008592715,,
174,6,loam,moderate,34.125,24.75,11.42510441,0.44542342,0.008592715,,
175,6,loam,moderate,34.125,24.75,11.42510441,0.091169387,0.008592715,,
176,6,loam,moderate,34.125,24.75,11.42510441,0.055273399,0.008592715,,
177,6,loam,moderate,34.125,24.75,11.42510441,-0.007846596,0.008592715,,
178,6,loam,moderate,34.125,24.75,11.42510441,0.276986783,0.008592715,,
179,6,loam,moderate,34.125,24.75,11.42510441,0.135196672,0.008592715,,
180,6,loam,moderate,34.125,24.75,11.42510441,0.082638089,0.008592715,,
181,6,loam,moderate,34.125,24.75,11.42510441,0.050606035,0.008592715,,
182,6,loam,moderate,34.125,24.75,11.42510441,0.113835143,0.008592715,,
183,6,loam,moderate,34.125,24.75,11.42510441,0.04105054,0.008592715,,
184,6,loam,moderate,34.125,24.75,11.42510441,0.098070494,0.008592715,,
185,6,loam,moderate,34.125,24.75,11.42510441,-0.0662703,0.008592715,,
186,6,loam,moderate,34.125,24.75,11.42510441,0.358188949,0.008592715,,
187,6,loam,moderate,34.125,24.75,11.42510441,0.098904074,0.008592715,,
188,6,loam,moderate,34.125,24.75,11.42510441,-0.009302393,0.008592715,,
189,6,loam,moderate,34.125,24.75,11.42510441,0.040005335,0.008592715,,
190,6,loam,moderate,34.125,24.75,11.42510441,0.35364004,0.008592715,,
191,6,loam,moderate,34.125,24.75,11.42510441,0.170981372,0.008592715,,
192,6,loam,moderate,34.125,24.75,11.42510441,0.081466195,0.008592715,,
193,6,loam,moderate,34.125,24.75,11.42510441,-0.00584797,0.008592715,,
194,20,loam,high,47.3,16.8,38,-0.245122458,0.008592715,,
195,20,loam,high,47.3,16.8,38,-0.090971778,0.008592715,,
196,20,loam,high,47.3,16.8,38,0,0.008592715,,
197,20,loam,high,47.3,16.8,38,0,0.008592715,,
198,20,loam,high,47.3,16.8,38,0,0.008592715,0.10633565,0.003273252
199,20,loam,high,47.3,16.8,38,0.231801614,0.008592715,0.088636073,0.003273252
200,20,loam,high,47.3,16.8,38,-0.255933374,0.008592715,0.014815086,0.003273252
201,20,loam,high,47.3,16.8,38,-0.032789823,0.008592715,-0.022642477,0.003273252
202,20,loam,high,47.3,16.8,38,,,0.070951736,0.003273252
203,20,loam,high,47.3,16.8,38,,,0.066375069,0.003273252
204,20,loam,high,47.3,16.8,38,,,0.020534602,0.003273252
205,20,loam,high,47.3,16.8,38,,,-0.02308602,0.003273252
206,20,loam,high,47.3,16.8,38,,,0.052870333,0.003273252
207,20,loam,high,47.3,16.8,38,,,0.063591103,0.003273252
208,20,loam,high,47.3,16.8,38,,,0.035656451,0.003273252
209,20,loam,high,47.3,16.8,38,,,0.044655387,0.003273252
210,21,sandy,high,55.75,13.375,34.80278422,-0.068992871,0.008592715,,
211,21,sandy,high,55.75,13.375,34.80278422,0.021978907,0.008592715,,
212,21,sandy,high,55.75,13.375,34.80278422,-0.068992871,0.008592715,,
213,21,sandy,high,55.75,13.375,34.80278422,-0.143100844,0.008592715,,
214,21,sandy,high,55.75,13.375,34.80278422,0,0.008592715,,
215,21,sandy,high,55.75,13.375,34.80278422,-0.117783036,0.008592715,,
216,21,sandy,high,55.75,13.375,34.80278422,-0.022472856,0.008592715,,
217,21,sandy,high,55.75,13.375,34.80278422,-0.280301965,0.008592715,,
218,21,sandy,high,55.75,13.375,34.80278422,0.088947486,0.008592715,,
219,21,sandy,high,55.75,13.375,34.80278422,-0.023530497,0.008592715,,
220,21,sandy,high,55.75,13.375,34.80278422,-0.177681177,0.008592715,,
221,21,sandy,high,55.75,13.375,34.80278422,0.088947486,0.008592715,,
222,21,sandy,high,55.75,13.375,34.80278422,0.067441281,0.008592715,,
223,21,sandy,high,55.75,13.375,34.80278422,-0.177681177,0.008592715,,
224,21,sandy,high,55.75,13.375,34.80278422,-0.072320662,0.008592715,,
225,21,sandy,high,55.75,13.375,34.80278422,0.022989518,0.008592715,,
226,22,clay loam,high,14.5,30.625,18.74666821,-0.052185753,0.003944725,,
227,22,clay loam,high,14.5,30.625,18.74666821,-0.088553397,0.001744659,,
228,22,clay loam,high,14.5,30.625,18.74666821,-0.006514681,0.000580872,,
229,22,clay loam,high,14.5,30.625,18.74666821,-0.526093096,0.009281761,,
230,22,clay loam,high,14.5,30,21.92835267,-0.003853569,0.002083414,0.059719235,0.003754231
231,22,clay loam,high,14.5,30,21.92835267,0.04143719,0.003306242,-0.051293295,0.004360026
232,22,clay loam,high,14.5,31.25,19.32472287,,,0.071458964,0.008335946
233,22,clay loam,high,14.5,31.25,19.32472287,,,-0.0719735,0.015158111
234,23,clay,high,48.9,41.5,22.22222222,,,0.284097255,0.003273252
235,23,clay,high,48.9,41.5,22.22222222,,,0.270786731,0.003273252
236,23,clay,high,48.9,41.5,22.22222222,,,0.260811586,0.003273252
237,23,clay,high,48.9,41.5,17.73049645,,,0.188970833,0.003273252
238,23,clay,high,48.9,41.5,17.73049645,,,0.021916749,0.003273252
239,23,clay,high,48.9,41.5,17.73049645,,,0.25756915,0.003273252
240,24,loam,moderate,10.875,23.25,17.082,-0.179585577,0.011456953,,
241,24,loam,moderate,10.875,23.25,17.082,-0.196114879,0.011456953,,
242,24,loam,high,11,22,17.39647332,,,0.173158644,0.004364336
243,24,loam,high,11,22,17.39647332,,,0.126040721,0.004364336
244,24,loam,moderate,11,22,16.532529,,,0.039478811,0.004364336
245,24,loam,moderate,11,22,16.532529,,,-0.013513719,0.004364336
246,24,loam,moderate,10.75,24.5,14.2182413,,,-0.007722046,0.004364336
247,24,loam,moderate,10.75,24.5,14.2182413,,,0.037740328,0.004364336
248,24,clay loam,moderate,10.25,29.5,16.58,,,-0.026907453,0.004364336
249,24,clay loam,moderate,10.25,29.5,16.58,,,-0.036039936,0.004364336
250,24,loam,moderate,10.875,23.25,17.082,-0.264692554,0.011456953,,
251,24,loam,moderate,10.875,23.25,17.082,-0.184649847,0.011456953,,
252,24,loam,moderate,10.875,23.25,17.082,-0.151684496,0.011456953,,
253,24,loam,moderate,10.875,23.25,17.082,-0.003710185,0.011456953,,
254,24,loam,high,11,22,17.39647332,-0.119800695,0.011456953,0.173158644,0.004364336
255,24,loam,high,11,22,17.39647332,0.099699731,0.011456953,0.126040721,0.004364336
256,24,loam,moderate,11,22,16.532529,,,0.039478811,0.004364336
257,24,loam,moderate,11,22,16.532529,,,-0.013513719,0.004364336
258,24,loam,moderate,10.75,24.5,14.2182413,,,-0.007722046,0.004364336
259,24,loam,moderate,10.75,24.5,14.2182413,,,0.037740328,0.004364336
260,24,clay loam,moderate,10.25,29.5,16.58,,,-0.026907453,0.004364336
261,24,clay loam,moderate,10.25,29.5,16.58,,,-0.036039936,0.004364336
262,25,sandy,moderate,53.1,12,9.3,0.093147015,0.008592715,0.005137437,0.001900344
263,25,sandy,moderate,53.1,12,9.3,-0.058557575,0.008592715,-0.022133438,0.001953334
264,25,sandy,moderate,53.1,12,9.3,-0.048452383,0.008592715,-0.006272759,0.001667464
265,25,sandy,moderate,53.1,12,9.3,0.020067563,0.008592715,-0.035645322,0.001868372
266,25,sandy,moderate,53.1,12,9.3,-0.085601366,0.008592715,-0.031609731,0.001563368
267,25,sandy,moderate,53.1,12,9.3,0.017582871,0.008592715,-0.031609731,0.001563368
268,25,sandy,moderate,53.1,12,9.3,0.103649651,0.008592715,0.060994513,0.001352763
269,25,sandy,moderate,53.1,12,9.3,-0.102936528,0.008592715,0.082673229,0.001379851
270,26,clay loam,moderate,31.58333333,33.04166667,12.36015468,,,0.169014485,0.003273252
271,26,clay loam,moderate,31.58333333,33.04166667,12.36015468,,,0.198378994,0.003273252
272,26,clay loam,moderate,30.75,33.625,11.99803558,,,-0.172446809,0.003273252
273,26,clay loam,moderate,30.75,33.625,11.99803558,,,0.166065166,0.003273252
274,27,clay loam,high,25.125,31,19.66357309,,,,
275,27,clay loam,high,25.125,31,19.66357309,,,,
276,27,clay loam,high,25.125,31,19.66357309,,,,
277,27,clay loam,high,25.125,31,19.66357309,,,,
278,28,clay,moderate,21.2,40.4,13.3,,,,
279,28,clay,moderate,21.2,40.4,13.3,,,,
280,28,clay,moderate,21.2,40.4,13.3,,,,
281,28,clay,moderate,21.2,40.4,13.3,,,,
282,29,loam,moderate,6.8,25.1,10.96473318,-0.006740084,0.045156693,-0.048246834,0.003277355
283,29,loam,moderate,6.8,25.1,10.96473318,-0.048633437,0.047143271,0,0.003119355
284,29,loam,moderate,6.8,25.1,10.96473318,0.003576222,0.044692508,-0.029413885,0.00321386
285,30,loam,moderate,6.4,25.1,12.36477958,-0.065939952,0.03761048,-0.044451763,0.003884866
286,30,loam,moderate,6.4,25.1,12.36477958,-0.001983734,0.03520387,-0.011928571,0.003757105
287,30,loam,moderate,6.4,25.1,12.36477958,-0.219878969,0.044836851,-0.024001152,0.003803563
288,29,loam,moderate,6.8,25.1,11.44974478,-0.008768567,0.008492084,,
289,29,loam,moderate,6.8,25.1,11.44974478,-0.007399508,0.008480372,,
290,29,loam,moderate,6.8,25.1,11.44974478,0.0166422,0.00827984,,
291,30,loam,moderate,6.4,25.1,11.5249652,-0.056779202,0.0090515,,
292,30,loam,moderate,6.4,25.1,11.5249652,-0.036816415,0.00886432,,
293,30,loam,moderate,6.4,25.1,11.5249652,-0.078521461,0.00926405,,
294,31,clay,high,16.3,63.1,24.5,,,,
295,31,clay,high,16.3,63.1,24.5,,,,
296,31,clay,high,16.3,63.1,24.5,,,,
297,31,clay,high,16.3,63.1,24.5,,,,
298,28,clay loam,moderate,14.25,36,13.3,,,,
299,28,clay loam,moderate,14.25,36,13.3,,,,
300,28,clay loam,moderate,14.25,36,13.3,,,,
301,28,clay loam,moderate,14.25,36,13.3,,,,
302,32,loam,low,37.6,25.6,8.7,-0.092227424,0.011456953,0.009046625,0.001650118
303,32,loam,low,37.6,25.6,8.7,-0.082934674,0.011456953,,
304,32,loam,low,37.6,25.6,8.7,-0.20208103,0.011456953,0.056655598,0.001013645
305,32,loam,low,37.6,25.6,8.7,-0.024075064,0.011456953,0.100862335,0.001351127
306,32,loam,low,37.6,25.6,8.7,0.010423721,0.011456953,,
307,32,loam,low,37.6,25.6,8.7,-0.116208862,0.011456953,0.047686432,0.002967318
308,32,loam,low,37.6,25.6,8.7,-0.011282327,0.011456953,,
309,32,loam,low,37.6,25.6,8.7,0.072875234,0.011456953,,
310,32,loam,low,37.6,25.6,8.7,0.047220938,0.011456953,0.089562468,0.000843676
311,32,loam,low,37.6,25.6,8.7,-0.379394757,0.011456953,,
312,32,loam,low,37.6,25.6,8.7,,,0.131785784,0.002424245
313,33,loam,moderate,36.95833333,19.08333333,9.8,0.061195561,0.001577693,,
314,33,loam,moderate,36.95833333,19.08333333,9.8,0.173382042,0.00312674,,
315,33,loam,moderate,36.95833333,19.08333333,9.8,-0.030614636,0.00958227,,
316,33,loam,moderate,36.95833333,19.08333333,9.8,0.267376806,0.004892741,,
317,34,loam,low,20.25,15.875,8.7,0.029522439,0.011456953,,
318,34,loam,low,20.25,15.875,8.7,0.123731009,0.011456953,,
319,34,loam,low,20.25,15.875,8.7,0.052010169,0.011456953,,
320,34,loam,low,20.25,15.875,8.7,-0.12700963,0.011456953,,
321,35,loam,moderate,38.375,21.25,14,-0.08288766,0.001888986,,
322,35,loam,moderate,38.375,21.25,14,0.055262679,0.002964567,,
323,35,loam,moderate,38.375,21.25,14,0.227678707,0.002823268,,
324,36,loam,low,43.5,12.5,9.28074246,-0.028303776,0.005515058,,
325,36,loam,low,43.5,12.5,9.28074246,-0.004662013,0.004485971,,
326,36,loam,low,43.5,12.5,9.28074246,0.045462374,0.006085532,,
327,36,loam,low,43.5,12.5,9.28074246,0.022989518,0.004788344,,
328,26,clay loam,moderate,31.58333333,33.04166667,12.29296211,,,0.184093037,0.001508027
329,26,clay loam,moderate,31.58333333,33.04166667,12.29296211,,,0.209973088,0.001428663
330,26,clay loam,moderate,30.75,33.625,10.44656613,,,0.16034265,0.002757154
331,26,clay loam,moderate,30.75,33.625,10.44656613,,,0.139529412,0.002099451
332,7,loam,high,18.95833333,21.33333333,21.67308585,2.020018121,1.547206045,0.056027832,0.003988337
333,7,loam,high,18.95833333,21.33333333,21.67308585,2.255332208,1.248798173,0.124165637,0.004547038
334,7,loam,high,18.95833333,21.33333333,21.67308585,3.184443629,1.172187752,0.084465767,0.004435823
335,7,loam,high,18.95833333,21.33333333,21.67308585,1.381653982,0.486179501,0.016474837,0.002881624
336,7,loam,high,18.95833333,21.33333333,21.67308585,1.225951711,0.391601945,0.079787117,0.002944349
337,7,loam,high,18.95833333,21.33333333,21.67308585,1.462054407,0.421972221,0.073633251,0.004675806
338,37,loam,moderate,32.875,27.375,11.65893271,0.096626836,4.49E-05,,
339,37,loam,moderate,32.875,27.375,11.65893271,0.198032337,0.000258277,,
340,37,loam,moderate,32.875,27.375,11.65893271,0.152078659,2.30E-05,,
341,35,loam,moderate,38.375,21.08333333,11.83294664,0.422856851,0.011456953,0.389464767,0.004364336
342,35,loam,moderate,38.375,21.08333333,11.83294664,0.247408173,0.011456953,0.428995606,0.004364336
343,35,loam,moderate,38.375,21.08333333,11.83294664,0.146603474,0.011456953,0.444380524,0.004364336
344,35,loam,moderate,38.375,21.08333333,11.83294664,0.161641352,0.011456953,0.459532329,0.004364336
345,38,sandy,low,52.875,14.375,8.417336426,,,0.015480186,0.003273252
346,38,sandy,low,52.875,14.375,8.417336426,,,0.0495705,0.003273252
347,38,sandy,low,52.875,14.375,8.417336426,,,-0.005123837,0.003273252
348,39,loam,high,35.45,22.38,18.40432483,,,,
349,39,loam,high,35.45,22.38,18.40432483,,,,
350,39,loam,high,35.45,22.38,18.40432483,,,,
351,39,loam,high,35.45,22.38,18.40432483,,,,
352,39,loam,high,35.45,22.38,18.40432483,,,,
353,11,loam,high,26,25,18.51,,,,
354,11,loam,high,26,25,18.51,,,,
355,11,loam,high,26,25,18.51,,,,
356,11,loam,high,26,25,18.51,,,,
357,11,loam,high,26,25,18.51,,,,
358,11,loam,high,26,25,18.51,,,,
359,40,loam,low,33,25,9.238839908,-0.330241687,0.011456953,,
360,40,loam,low,33,25,9.238839908,0.015504187,0.011456953,,
361,40,loam,moderate,33,25,9.776009282,-0.326902786,0.011456953,0.139355521,0.004364336
362,40,loam,moderate,33,25,9.776009282,0.08299692,0.011456953,-0.018868484,0.004364336
363,40,loam,low,33,25,8.589470998,,,-0.012149057,0.004364336
364,40,loam,low,33,25,8.589470998,,,-0.012149057,0.004364336
