"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU_354","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3541","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_3544","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",""
"OTU_3549","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",""
"OTU_355","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_3560","Bacteria","Chloroflexi","Anaerolineae","SBR1031","","",""
"OTU_3561","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","","","",""
"OTU_3568","Bacteria","Planctomycetes","Pla4_lineage","","","",""
"OTU_356","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",""
"OTU_357","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","metagenome"
"OTU_358","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","",""
"OTU_359","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",""
"OTU_3591","Bacteria","Planctomycetes","BD7-11","","","",""
"OTU_3592","Bacteria","Chloroflexi","","","","",""
"OTU_3598","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium",""
"OTU_360","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_361","Bacteria","","","","","",""
"OTU_362","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_36","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_3635","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_363","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter","uncultured_gamma_proteobacterium"
"OTU_3636","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3638","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","",""
"OTU_3640","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Berkiella","uncultured_bacterium"
"OTU_3642","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_364","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3645","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_365","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",""
"OTU_366","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_367","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",""
"OTU_368","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Virgisporangium",""
"OTU_3687","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_3691","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_369","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_3702","Bacteria","Proteobacteria","Deltaproteobacteria","RCP2-54","","",""
"OTU_3703","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_3704","Bacteria","Chloroflexi","SHA-26","","","",""
"OTU_370","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3708","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","uncultured","",""
"OTU_3709","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","",""
"OTU_3710","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","11月24日","","",""
"OTU_3711","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","uncultured_Chloroflexi_bacterium"
"OTU_371","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",""
"OTU_3719","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","uncultured","uncultured_sludge_bacterium_H16"
"OTU_372","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",""
"OTU_3726","Bacteria","Proteobacteria","Deltaproteobacteria","MBNT15","","",""
"OTU_373","Bacteria","Acidobacteria","Subgroup_17","","","",""
"OTU_374","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","",""
"OTU_375","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_3759","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_3760","Bacteria","BRC1","","","","",""
"OTU_376","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",""
"OTU_3767","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","",""
"OTU_3768","Bacteria","","","","","",""
"OTU_3769","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_377","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_37","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia",""
"OTU_3775","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","",""
"OTU_378","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","",""
"OTU_3782","Bacteria","Verrucomicrobia","Verrucomicrobiae","S-BQ2-57_soil_group","","",""
"OTU_3784","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_3789","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Blastocatellales","Blastocatellaceae","Stenotrophobacter","uncultured_soil_bacterium"
"OTU_3794","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured_actinobacterium"
"OTU_379","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",""
"OTU_380","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_381","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",""
"OTU_38","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_382","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","",""
"OTU_383","Bacteria","Proteobacteria","Deltaproteobacteria","RCP2-54","","",""
"OTU_3844","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_3845","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","",""
"OTU_384","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",""
"OTU_3847","Bacteria","Bacteroidetes","Bacteroidia","","","",""
"OTU_3849","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","","",""
"OTU_3850","Bacteria","Planctomycetes","OM190","","","",""
"OTU_385","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium","uncultured_bacterium"
"OTU_3860","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_386","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_3861","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_3863","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","",""
"OTU_3868","Bacteria","","","","","",""
"OTU_3870","Bacteria","Armatimonadetes","uncultured","","","",""
"OTU_3873","Bacteria","Chloroflexi","Ktedonobacteria","C0119","","",""
"OTU_387","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","",""
"OTU_388","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_soil_bacterium"
"OTU_3887","Bacteria","Latescibacteria","","","","",""
"OTU_389","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_390","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea",""
"OTU_3907","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","","",""
"OTU_3910","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41","uncultured_bacterium"
"OTU_391","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_39","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_392","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter","uncultivated_soil_bacterium_clone_C002"
"OTU_3933","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","",""
"OTU_393","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_3941","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium",""
"OTU_3942","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",""
"OTU_394","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_395","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_396","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","uncultured_Nitrospiraceae_bacterium"
"OTU_397","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_398","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora",""
"OTU_399","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_400","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_4007","Bacteria","Verrucomicrobia","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","uncultured",""
"OTU_401","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",""
"OTU_40","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",""
"OTU_4019","Bacteria","Chloroflexi","","","","",""
"OTU_4022","Bacteria","Planctomycetes","OM190","","","",""
"OTU_402","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_4027","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","",""
"OTU_4030","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","Bryobacter",""
"OTU_4031","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa",""
"OTU_403","Bacteria","Chloroflexi","KD4-96","","","",""
"OTU_4041","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_404","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_405","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_406","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_4066","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","","",""
"OTU_407","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_4084","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_408","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_4087","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_4089","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_409","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_bacterium"
"OTU_4092","Bacteria","","","","","",""
"OTU_4093","Bacteria","Chloroflexi","Anaerolineae","","","",""
"OTU_4097","Bacteria","Acidobacteria","Subgroup_25","","","",""
"OTU_410","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",""
"OTU_4106","Bacteria","Armatimonadetes","uncultured","","","",""
"OTU_411","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_4113","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","",""
"OTU_4121","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","uncultured_Verrucomicrobia_bacterium"
"OTU_4122","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","","",""
"OTU_412","Bacteria","Acidobacteria","Holophagae","Subgroup_7","","",""
"OTU_41","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",""
"OTU_413","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_4138","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","","",""
"OTU_4144","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade",""
"OTU_414","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",""
"OTU_415","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_4165","Bacteria","Chloroflexi","TK10","","","",""
"OTU_416","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",""
"OTU_4176","Bacteria","Proteobacteria","Deltaproteobacteria","","","",""
"OTU_417","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Kribbella",""
"OTU_418","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",""
"OTU_4195","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea","uncultured_bacterium"
"OTU_4196","Bacteria","Actinobacteria","Acidimicrobiia","","","",""
"OTU_4198","Bacteria","","","","","",""
"OTU_420","Bacteria","Actinobacteria","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",""
"OTU_4208","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_4210","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","",""
"OTU_421","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_4215","Bacteria","Chloroflexi","TK10","","","",""
"OTU_4216","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","",""
"OTU_42","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora",""
"OTU_422","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","",""
"OTU_423","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_424","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_4249","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_Subgroup_3","",""
"OTU_425","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_426","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Gemmatimonadetes_bacterium"
"OTU_427","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_4278","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","",""
"OTU_4279","Bacteria","Proteobacteria","Alphaproteobacteria","","","",""
"OTU_428","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","",""
"OTU_4291","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella",""
"OTU_4300","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","",""
"OTU_430","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_4305","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade",""
"OTU_4306","Bacteria","Actinobacteria","MB-A2-108","","","",""
"OTU_4308","Bacteria","Patescibacteria","","","","",""
"OTU_431","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_43","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured_Flavobacterium_sp."
"OTU_432","Bacteria","Actinobacteria","0319-7L14","","","",""
"OTU_4322","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","","","",""
"OTU_433","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","uncultured_bacterium"
"OTU_434","Bacteria","Chloroflexi","Dehalococcoidia","S085","","",""
"OTU_4350","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_435","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_436","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_437","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",""
"OTU_438","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",""
"OTU_4389","Bacteria","Elusimicrobia","Elusimicrobia","Lineage_IV","","",""
"OTU_439","Bacteria","Acidobacteria","Subgroup_6","","","",""
"OTU_4400","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","",""
"OTU_4403","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_440","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured_microorganism"
"OTU_4406","Bacteria","","","","","",""
"OTU_4407","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","",""
"OTU_441","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","",""
"OTU_4415","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",""
"OTU_442","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",""
"OTU_44","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella",""
"OTU_443","Bacteria","Acidobacteria","Blastocatellia_Subgroup_4","Pyrinomonadales","Pyrinomonadaceae","RB41",""
"OTU_4433","Bacteria","Latescibacteria","","","","",""
"OTU_445","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","",""
"OTU_446","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1",""
"OTU_447","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",""
"OTU_448","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","",""
"OTU_4490","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","",""
"OTU_449","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","",""
